real_article_pol,fake_article_pol,ai_article_pol,real_sv,fake_sv,ai_sv,real_no_affect_word,fake_no_affect_word,ai_no_affect_word,real_article_sub,fake_article_sub,ai_article_sub
0.09236111111111112,-0.0021226293547722134,0.059663895132645126,0.14534475033731795,0.23118148364795876,0.16580505864553804,2,32,19,0.3736111111111111,0.41002435064935067,0.36037257881007884
0.051049382716049384,0.04135586635586636,0.11456018518518517,0.18200718820962983,0.11464501648270177,0.19246501343764894,13,10,27,0.28751543209876546,0.2561965811965812,0.44803556397306393
0.14858024691358024,0.052504960317460325,0.09928910533910534,0.16445072375213254,0.16452824747350495,0.14116207020695062,20,14,19,0.328641975308642,0.3146081349206349,0.338758658008658
0.08096861471861472,0.027107683982683983,0.07380839646464647,0.1991132899661558,0.10786168934569804,0.1444710563304254,22,26,29,0.3248548731361231,0.20633513708513712,0.4764099326599327
0.055777855081426506,0.0030248917748917767,0.08942267917267918,0.2680769901643861,0.16903788881417525,0.2285440900919378,35,25,24,0.36094725314368176,0.27691332972582977,0.3572803862803863
0.013638331365604094,0.03551587301587302,0.11163194444444445,0.10186595516428283,0.16080080852165227,0.1816777857995007,19,16,20,0.31728584546766364,0.30362934580039846,0.42725694444444445
0.0780821608946609,0.01458297804888714,0.04832894158981116,0.20426135967471584,0.22347651737824245,0.089052512787254,28,42,17,0.3473678751803752,0.41468155581791943,0.374891618043792
-0.03,0.0369756838905775,0.11416078777189889,0.06,0.13907445217986023,0.15776119351906376,1,28,57,0.08,0.3183181357649443,0.3674345972957084
0.09494107744107744,0.09463219148001759,0.036305260396169485,0.1759848490887736,0.1560769383037675,0.10588960520690945,21,31,28,0.35727529928918816,0.30427920509442247,0.3938473206086842
0.00032104276895943373,0.010232473544973546,0.02722322430655764,0.21043351166496058,0.1311728260201759,0.12249837858249742,39,36,19,0.33137511022927685,0.24454232804232806,0.3897160092993427
0.041666666666666664,0.07163753799392099,0.0758800505050505,0.05892556509887897,0.1735470333743953,0.12420083511723867,8,34,16,0.5099537037037037,0.2737947483958122,0.3718627344877345
0.10565007215007215,0.06004446941946943,0.15712861372344133,0.12238026587291942,0.20873567761659073,0.25839635693259944,14,42,25,0.41823160173160173,0.29424672549672554,0.44998127830024387
0.022110911749069647,0.16227382956549624,0.03852837902837903,0.18362467294144963,0.24920934946885412,0.17778694157909408,28,27,45,0.34691154970760235,0.36177439073272405,0.28422246272246277
0.04202510452510452,0.06987229893875463,0.07656655844155844,0.2288311952201132,0.17514778963184496,0.11387068923522065,37,54,18,0.34136437636437644,0.3325482598742093,0.3930988455988456
-0.04062499999999998,0.02290313852813853,0.10947703222703223,0.19432877263802184,0.12037559198065176,0.2176859472536023,4,55,37,0.26145833333333335,0.32321225649350643,0.4584285113035113
0.022055682638069004,0.07628990800865801,0.12614015151515154,0.1152269464549594,0.19703491725117794,0.18604482625183782,20,29,27,0.27592093827889275,0.28351844336219334,0.4992680976430977
0.06670592479416008,0.015751596654374436,0.08544143356643358,0.18298784646166907,0.15939036991198108,0.17703533371579672,54,22,29,0.4716536008342731,0.3075127932766822,0.3572887529137529
0.09270707070707071,0.05453970574584611,0.10731797138047137,0.10630689585591212,0.16043414487511168,0.17263888888568246,12,45,27,0.24522330447330448,0.33647924119415346,0.43998241341991345
0.04755291005291006,0.027642276422764227,0.15061649659863946,0.05200099521683536,0.27252906739409627,0.23716007260505279,7,36,27,0.34781746031746036,0.41371918957284814,0.4446003401360545
0.10555396825396826,0.05389562460624104,0.1060343696707333,0.21024348992101946,0.14954223740200517,0.15804655927414482,17,59,28,0.3829142857142857,0.2933124919854372,0.3295730574139665
0.15762415824915824,0.03636579009713339,0.16635714285714287,0.2158066891613181,0.16767921346682702,0.19456044547598714,27,32,21,0.36260416666666667,0.29579039327173656,0.4437619047619048
0.0744555181105814,0.10441468253968254,0.08173991467469728,0.19132718203652202,0.1682693734875315,0.1579492206289811,73,8,15,0.3237057053354522,0.23569520757020754,0.44407726331639374
0.27,0.020649430816097474,0.13344038208168643,0.24819347291981714,0.1925234062184306,0.2248700316668807,2,31,42,0.381025641025641,0.3288105659772326,0.39356884057971014
0.041935064935064936,0.03600323287823288,0.0851564110492682,0.12914733611612578,0.15941587502803398,0.1266463334625113,15,35,20,0.27940259740259743,0.2558882783882784,0.3880520768913626
0.07765016233766234,0.03342519106407996,0.06108080808080809,0.18369856756449737,0.20824034192842278,0.1796275994622558,14,36,19,0.2518452380952381,0.3400812022339801,0.4620579744329744
0.010283333333333342,0.02501632061354282,0.09952128427128426,0.2019365968978052,0.2441553999719382,0.20043508010576477,10,36,32,0.5123833333333334,0.33195945566778906,0.43622662985162985
0.02215939153439153,0.07776755651755651,0.10274038461538461,0.09004575022859915,0.1797716325194547,0.11992365835535454,15,20,30,0.26806878306878307,0.22535834535834529,0.40592872405372404
0.09389617957799777,0.13734030197444833,0.12851138940424653,0.19028513702470715,0.19736552068192792,0.17898512541688388,32,30,23,0.3253115382092655,0.3598238482384824,0.39463547034975605
0.09312698412698414,0.059391929499072356,0.026300805675805672,0.17523574727886035,0.17130042667387785,0.18576898151943688,38,14,25,0.33348015873015874,0.24508987837559262,0.43058877465127465
0.03665824915824916,0.018065722156631246,0.08854234307359306,0.16315296062006857,0.14291751740591577,0.13379937977214262,52,30,27,0.4276974288337925,0.2403282008395645,0.42847034331409334
0.11553321678321679,0.029593712817397026,0.07427700651838584,0.11929211749724833,0.22654697378354177,0.19218235069985432,14,72,36,0.37116841491841485,0.4530359674438621,0.40975126884609653
0.07513020833333334,0.0824593055995495,0.19031104697771364,0.2527029110588073,0.2475973939074695,0.16958646924399556,19,37,29,0.5037760416666667,0.31323672262696656,0.47958767569878685
0.09238095238095238,0.05773268398268398,0.11440259740259741,0.2392325219247694,0.17310630858485707,0.1905907932927927,5,52,22,0.29047619047619044,0.2850070558526441,0.41693722943722944
0.0834833427442123,0.04255952380952381,0.12792636684303352,0.17489217995793996,0.1880130046437253,0.23661282690200794,14,15,32,0.23806835435096307,0.19440681444991792,0.426451278659612
0.051584724799010516,-0.018952876984126982,0.12603484848484847,0.13792796981641925,0.26523875202990027,0.1852397826323675,17,45,29,0.28651540919398066,0.34671825396825395,0.4070106060606061
0.07332010582010581,0.042498308108773225,0.10245333772507684,0.21703043124151974,0.1461127026206909,0.12592976444081289,22,32,31,0.35468253968253965,0.25942906361511014,0.46286090720873324
0.010871212121212117,0.06761706603255899,0.0654477466977467,0.15982018844526538,0.19311777298497032,0.14227579503388305,13,48,20,0.3173253367003367,0.3080006046379286,0.4141952065028987
0.006665026892299619,0.05055623805623805,0.07623787878787879,0.20212671876700855,0.20396101535486305,0.16904519201133392,33,38,18,0.4000426341335432,0.21151646776646774,0.3936142968142968
0.11363636363636363,0.06024981435069153,0.04555555555555556,0.17967395441845838,0.25983889070589683,0.08465097309874094,10,44,25,0.4979148629148629,0.30461408150004643,0.4062103174603175
0.07743382096830373,0.06326960076960077,0.07938071188071187,0.16728146838781055,0.29217638178200295,0.13913819195999197,20,34,23,0.3152647161267851,0.3508237133237133,0.37533264189514187
0.05635353535353534,0.08771166526374859,0.05418994088348928,0.10834799834812973,0.15388521108383516,0.18787155008546766,10,68,26,0.2695699855699855,0.2633176757655924,0.3874901084578503
0.1351438492063492,0.03141659622428853,0.05253654970760235,0.15439598760818626,0.2301011863395169,0.159312185618069,16,33,17,0.28896329365079365,0.3551361298957453,0.3374342105263158
0.12544703951962016,-0.01575750360750361,0.10712898212898213,0.15396891922339798,0.1377657642036961,0.2081255357186529,32,43,22,0.32985738723641944,0.21604535834535835,0.48740287490287487
-0.005219595219595217,0.02506996658312448,0.08437938498283325,0.10279711403396519,0.14359133554955003,0.14149977215300874,29,21,39,0.23642603123372352,0.27576336675020885,0.43131429872809174
0.04916180437919568,0.04687936402222116,0.07303803021395615,0.1828407341491137,0.22867255174389478,0.17444995895051718,27,30,26,0.34182790639312377,0.38591951699094557,0.3671438814957334
0.06874999999999999,0.06460522330892703,0.043167789001122336,0.20973782528943813,0.18600719568676902,0.2075021804654118,7,22,21,0.21696428571428572,0.268088813621221,0.36354283576505797
0.055680199430199424,0.049376623376623366,0.09262136672850958,0.17487151688434477,0.21080056349488413,0.1433612198471508,12,28,23,0.28822807850585624,0.3753098330241187,0.3444380024737167
0.0008432539682539687,-0.05142045454545455,0.09359053497942386,0.10061361747426886,0.20416602978902185,0.2115542096453993,14,22,22,0.14174107142857142,0.3254498106060606,0.3358333333333333
0.06851851851851852,0.0377351290684624,0.10809243225909893,0.08156561313164902,0.1549355958974683,0.14246856273172936,5,22,28,0.1699074074074074,0.20896184062850728,0.42690716690716685
0.06354848484848484,-0.05261437908496732,0.05571922933034044,0.21861920324725934,0.20585226463405817,0.13710942079325558,26,9,12,0.3373893939393939,0.22810457516339866,0.29840909090909096
0.12511293490460157,-0.0054496891996891955,0.10303778526000748,0.13787723002853722,0.15930209985775562,0.18177854127028986,15,33,25,0.3146871492704826,0.3022366789193712,0.39330527497194157
0.022727272727272724,0.053050310162379134,0.08535449735449735,0.03452520569603409,0.2423112721835687,0.22675575660321678,5,63,27,0.13323620823620824,0.26860632183908045,0.380369708994709
0.10671371452621453,0.06049278499278499,0.051504960317460304,0.2677582525713312,0.18564472030303428,0.10421640083984272,15,46,46,0.37653769841269846,0.3804906204906206,0.32177539028431884
0.1076388888888889,-0.0024690282617111856,0.06702965616758719,0.21717956094458854,0.24736946735326562,0.27640019224252416,19,57,32,0.39052287581699346,0.36085369576223236,0.40319164551923176
0.0625,0.09479817867317868,0.11480820105820105,0.15590239111558088,0.19427564485751955,0.14473879482950947,0,57,23,0.1675925925925926,0.33663891432641424,0.4435119047619047
0.0034337797619047664,0.08398870182524029,0.09092770562770564,0.1806952334622813,0.22971997865952667,0.17657615152330872,42,58,29,0.23854208002645502,0.37271473184934717,0.46739552669552664
0.05233333333333333,0.04689774731441398,0.22439558629776024,0.22447370546334472,0.16473380214380204,0.18742061456698147,5,36,33,0.53,0.20938431938431937,0.5717292490118577
0.16780513468013464,0.11299155145929339,0.05159264346764347,0.27727894408177267,0.21479245157844729,0.14970257763780873,22,30,27,0.4047814454064453,0.3736840757808499,0.3555242673992674
-0.021709956709956714,0.071445091155457,0.05066178365285508,0.14241912713349816,0.14581477121136222,0.11207918680968192,15,30,28,0.3556277056277056,0.2971283780582561,0.28626301278086996
-0.09327700077700077,0.1056738095238095,0.11620348992571213,0.24834015869316392,0.13772048979965762,0.17887535148367495,20,26,24,0.5091763791763791,0.3867857142857143,0.4643137192026081
0.07744461420932007,0.05532267115600449,0.11312449895783229,0.21040118879142913,0.2028057164520872,0.17567060406782478,27,74,37,0.26733989050165513,0.36430486841201126,0.42718066912511354
0.06184027777777778,0.035960144927536235,0.08204174093879978,0.22115252253451606,0.18340559489850797,0.21732320609862196,11,15,35,0.204484126984127,0.40033212560386483,0.3408479755538579
0.008210784313725487,0.05524557260920897,0.09907790021426384,0.1741609325183237,0.22292944892152325,0.23421582273557487,21,26,21,0.43394607843137256,0.23033589138134594,0.3781412610958066
0.03827272727272728,0.09146249731356114,0.0767034475186649,0.06049137634051855,0.12588237308336905,0.19411386642501796,4,32,25,0.3125757575757576,0.28951770746983524,0.5025590532655749
0.09053485987696515,0.0686935531788473,0.11134522306397306,0.159394365875131,0.21178916883397847,0.15355767211091725,16,28,27,0.2874344953292322,0.38741299550123076,0.4435253577441077
-0.049999999999999975,0.050281292781292786,0.022537878787878787,0.282842712474619,0.18178991917403972,0.15807280300914592,3,20,28,0.26666666666666666,0.3078217153217154,0.37723873348873344
0.03797067901234569,0.03960447567004945,0.11427112742330135,0.18164993828533413,0.15387016184200986,0.15842055676349476,19,42,24,0.28667695473251026,0.2111908014571949,0.37896966560010037
0.039563492063492064,0.02428062133944487,0.028347069597069594,0.11468916861319263,0.07732022174840941,0.11604141725198112,14,18,47,0.38938208616780046,0.19475850946439183,0.3428861416361416
0.029444444444444443,0.05459128623901353,0.1536906401679129,0.08823391505216177,0.1885448700039109,0.1141602653177088,8,77,31,0.21828703703703703,0.3303174368921123,0.4118441028668301
0.11,0.06195224977043159,0.08372453102453102,0.18393839548428526,0.1285380328752974,0.16594334198156901,2,52,22,0.17333333333333334,0.27096962044689316,0.3353764790764791
0.05404505582137161,0.13772222222222222,0.09570985650152317,0.18560475562594464,0.1955092590400014,0.11299503875015832,18,12,23,0.24252591706539073,0.27871367521367524,0.4533062970979638
0.06396204104537437,0.06872970779220779,0.14694472194472194,0.1710296195190755,0.19904139786060154,0.19496627275474784,14,56,29,0.3136348605098605,0.32961973211973206,0.5100004162504164
0.07178986838077747,0.017161673553719007,0.07024463383838385,0.17106202464760714,0.17328466362813663,0.1603141630845935,34,22,34,0.2307170186715641,0.3284966138659321,0.3455045244107744
0.04884806960978836,0.07206596035543404,0.07620535714285714,0.1718078423481229,0.18437384348383554,0.2781689558471518,34,40,26,0.23910982969576722,0.37842481835902886,0.4673958333333333
0.061533574103798824,0.04847314847314847,0.169578971533517,0.19567873714217315,0.11080402458696029,0.23068263167707362,97,21,35,0.2776310861423221,0.2304558617058617,0.6085603764921946
-0.005945209672482402,0.12205693296602386,0.11557052001496447,0.14684112471986477,0.18294329744918822,0.21514558980036622,10,64,21,0.422134374043465,0.41288842975206613,0.4056808829031051
0.021722222222222223,0.043310598544973544,0.028015151515151514,0.21766744654162373,0.1313788243592103,0.24700567292348166,17,24,25,0.27416666666666667,0.2345374503968254,0.32896503496503493
0.14573737373737372,0.10524166374166376,0.1596209595959596,0.23025535923421178,0.21861289985654064,0.24776581934580555,13,85,24,0.312050505050505,0.4405708289458289,0.502030303030303
0.05761904761904763,0.09682731571029443,0.1189952408702409,0.17812706616536486,0.22173276141370146,0.19543680138001307,6,39,24,0.4265079365079365,0.36402052439286486,0.45299051909628835
0.06597099567099567,0.08325445455960162,0.01922198172198172,0.21213433581257718,0.20630852158258206,0.1641974795814889,26,47,27,0.3706907647907648,0.3080083839091192,0.345019505957006
0.03645104895104894,0.0963778409090909,0.16365800865800867,0.32976709831478723,0.16221726175104717,0.24248285499167796,12,7,36,0.42983682983682986,0.29495738636363633,0.5023669133275045
0.05,0.07724672318422318,0.10615870240870241,0.10000000000000002,0.2420217519345963,0.16553363893290438,1,48,29,0.06999999999999999,0.307269721019721,0.40816967754467753
0.02976981351981352,0.07462487828341487,0.0644969870664315,0.18109184839739587,0.12256092208739083,0.14654367178081512,42,47,25,0.32784382284382285,0.31899516359882213,0.4121119929453262
0.012121212121212121,0.024437830687830682,0.0767837024087024,0.029379877923735327,0.22836189738524387,0.10874234590298767,3,18,25,0.14772727272727273,0.27397486772486773,0.43705246142746135
0.0085128630050505,0.03210909217488165,0.17730466871091868,0.16743354081494885,0.1380590655998379,0.20786836635227443,62,39,30,0.27682962436868686,0.2801341762525973,0.5674866973304473
0.03437343773409347,0.04768518518518519,0.09137207534528964,0.2288201154375406,0.1420692959166394,0.17702958577465963,59,11,47,0.32932366206956376,0.4425925925925926,0.3742020330859616
0.06569305297876726,0.03420958295958296,0.034686936327561334,0.12773053374716578,0.19666519762581713,0.1342736086143156,24,58,48,0.31472608740465885,0.41956635206635207,0.31674930393680395
0.03354978354978355,0.042239275875639505,0.06126984126984128,0.10625052017925066,0.2261186911592794,0.29621237552411767,9,29,33,0.3882359307359307,0.45191350736805286,0.37198339212228104
0.057885281385281394,0.006886574074074073,0.09689000393545849,0.13379267889941354,0.12210740027300458,0.22314382651312997,12,8,18,0.2830436507936508,0.16180555555555556,0.4777592483274301
0.06677188552188551,0.04434255684255685,0.059859396433470505,0.188632343904603,0.1484323664753191,0.16822546689057888,16,18,25,0.27677356902356903,0.24607464607464608,0.3037737605330198
-0.05405092592592592,0.03215901248509944,0.17256651681651686,0.07574902112778459,0.16481493871823807,0.20676770346630607,7,47,29,0.2329861111111111,0.37576816299642385,0.383229353979354
0.02088744588744589,0.08943883277216609,0.1239770646020646,0.08125954526866085,0.2236158533446266,0.14767895801219522,8,45,27,0.318452380952381,0.2958952176081806,0.454858682983683
0.020238095238095232,0.022970006184291902,0.1068670634920635,0.15506380809363243,0.18874777810104484,0.17856656771382412,9,24,32,0.28095238095238095,0.270285508142651,0.37711904761904763
0.019444444444444448,0.037255620723362665,0.08440228174603175,0.10382350883905976,0.10173311081389196,0.1705386341750184,3,24,31,0.18055555555555558,0.22648256761159988,0.443343253968254
0.05105970418470419,0.007641207998350856,0.10129132944350337,0.16031061511536834,0.15062310150216549,0.12794060455800926,12,71,25,0.32982623857623855,0.3572675608122036,0.40537470983123153
0.08616402116402117,0.08784584980237155,0.1279852092352092,0.20121950766123664,0.25624398776997515,0.20277213446439474,13,11,28,0.22349584278155707,0.35308519982433023,0.517820374070374
0.0011904761904761932,0.002384067952249767,0.11307570603999176,0.029014422873699854,0.15761373993128466,0.14114107500375098,3,14,29,0.13452380952380952,0.23589263850627487,0.40896942640692646
0.01141053391053391,0.04060932453789597,0.12898845598845599,0.1857958113291625,0.1465005246380449,0.13109652705995886,17,12,30,0.2575342712842713,0.2236803540374969,0.43199908979908985
0.0019800275482093664,0.027578362995029658,0.07933956916099773,0.1102341762378008,0.19131894998423357,0.16817616677733982,10,53,37,0.2606026170798898,0.2872618188689618,0.38812641723356006
0.061853022708285875,0.0312389770723104,0.10024703557312253,0.14788283672395688,0.2648395179779805,0.1648043203072855,23,10,29,0.23797989291410343,0.4114858906525573,0.39581137461572247
